episode_id,state_id,task,round,observed_persistence_logit,predicted_persistence_logit,termination_advantage,estimated_continue_value,estimated_outside_value,cost_component,progress_component,disengagement_accumulator,latent_persistence_state
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:29,bandit,29,5.0380413716877825,3.5027545878424275,1.5,1.5,0.0,0.0,3.0,-1.25,1.25
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:30,bandit,30,5.273245464372426,3.5027545878424275,1.5483870967741935,1.5483870967741935,0.0,0.0,3.0,-1.25,1.25
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:31,bandit,31,5.148245464372426,3.5027545878424275,1.59375,1.59375,0.0,0.0,3.0,-1.25,1.25
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:32,bandit,32,5.026300195186874,3.5027545878424275,1.6363636363636362,1.6363636363636362,0.0,0.0,3.0,-1.25,1.25
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:33,bandit,33,4.901300195186874,3.5027545878424275,1.676470588235294,1.676470588235294,0.0,0.0,3.0,-1.25,1.25
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:34,bandit,34,5.026300195186874,3.5027545878424275,1.7142857142857144,1.7142857142857144,0.0,0.0,3.0,-1.25,1.25
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:35,bandit,35,5.02975041827262,3.5027545878424275,1.75,1.75,0.0,0.0,3.0,-1.25,1.25
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:36,bandit,36,5.023245464372426,3.5027545878424275,1.7837837837837838,1.7837837837837838,0.0,0.0,3.0,-1.25,1.25
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:37,bandit,37,4.898245464372426,3.5027545878424275,1.8157894736842104,1.8157894736842104,0.0,0.0,3.0,-1.25,1.25
seed-12035-pa-0.35-pb-0.35,seed-12035-pa-0.35-pb-0.35:0,bandit,0,4.203889734292549,2.969364370120412,0.5,0.5,0.0,0.0,0.0,0.25,-0.25
seed-12035-pa-0.35-pb-0.35,seed-12035-pa-0.35-pb-0.35:1,bandit,1,3.849076984180108,2.969364370120412,0.5,0.5,0.0,0.0,-2.0,0.25,-0.25
seed-12035-pa-0.35-pb-0.35,seed-12035-pa-0.35-pb-0.35:2,bandit,2,1.2575990353171704,2.969364370120412,0.5,0.5,0.0,0.0,-2.0,0.25,-0.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:0,bandit,0,4.203889734292549,3.5027545878424275,0.5,0.5,0.0,0.0,0.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:1,bandit,1,3.849076984180108,3.5027545878424275,0.5,0.5,0.0,0.0,-2.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:2,bandit,2,4.350412651601648,3.5027545878424275,0.5,0.5,0.0,0.0,3.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:3,bandit,3,2.7731232641398407,3.5027545878424275,0.5,0.5,0.0,0.0,-2.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:4,bandit,4,3.376928011042974,3.5027545878424275,0.5,0.5,0.0,0.0,3.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:5,bandit,5,3.1128222787715707,3.5027545878424275,0.8571428571428572,0.8571428571428572,0.0,0.0,3.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:6,bandit,6,3.429882179158078,3.5027545878424275,1.125,1.125,0.0,0.0,3.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:7,bandit,7,3.017675057605601,3.5027545878424275,0.7777777777777777,0.7777777777777777,0.0,0.0,-2.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:8,bandit,8,1.8504126516016477,3.5027545878424275,0.5,0.5,0.0,0.0,-2.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:9,bandit,9,4.892675057605601,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:10,bandit,10,4.350206558916746,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:11,bandit,11,3.975412651601648,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:12,bandit,12,2.974076984180108,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:13,bandit,13,4.828889734292549,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:14,bandit,14,4.436967589003199,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:15,bandit,15,4.667999079229087,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:16,bandit,16,4.4130413716877825,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:17,bandit,17,4.4130413716877825,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:18,bandit,18,4.001928011042974,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:19,bandit,19,4.792999079229087,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:20,bandit,20,4.7880413716877825,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:21,bandit,21,4.578889734292549,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:22,bandit,22,5.15864569998304,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:23,bandit,23,4.21393946547494,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:24,bandit,24,3.767675057605601,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:25,bandit,25,5.401300195186874,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:26,bandit,26,4.33893946547494,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:27,bandit,27,3.6128222787715703,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:28,bandit,28,3.71393946547494,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:29,bandit,29,3.58893946547494,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:30,bandit,30,5.02975041827262,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:31,bandit,31,4.21393946547494,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:32,bandit,32,4.90475041827262,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:33,bandit,33,4.895541900901097,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:34,bandit,34,4.9130413716877825,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:35,bandit,35,4.0699361996449746,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:36,bandit,36,5.273245464372426,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:37,bandit,37,4.792999079229087,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:38,bandit,38,5.270541900901097,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:39,bandit,39,4.78364569998304,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:40,bandit,40,5.520541900901097,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:41,bandit,41,5.268149927917811,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:42,bandit,42,5.27975041827262,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:43,bandit,43,5.273245464372426,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:44,bandit,44,4.7880413716877825,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:45,bandit,45,4.7880413716877825,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:46,bandit,46,5.768149927917811,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:47,bandit,47,5.398245464372426,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:48,bandit,48,5.516034256080317,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:49,bandit,49,5.512509570276173,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:50,bandit,50,5.266034256080317,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:51,bandit,51,5.395541900901097,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:52,bandit,52,4.29858735157374,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:53,bandit,53,5.643149927917811,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:54,bandit,54,5.03364569998304,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:55,bandit,55,5.643149927917811,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:56,bandit,56,5.151300195186874,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:57,bandit,57,5.02975041827262,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:58,bandit,58,5.762509570276173,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:59,bandit,59,5.151300195186874,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:60,bandit,60,5.026300195186874,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:61,bandit,61,5.887509570276173,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:62,bandit,62,5.523245464372426,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:63,bandit,63,5.148245464372426,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:64,bandit,64,4.776300195186874,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:65,bandit,65,5.636047744848593,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:66,bandit,66,5.145541900901097,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:67,bandit,67,4.895541900901097,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:68,bandit,68,4.523245464372426,3.5027545878424275,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:69,bandit,69,5.65864569998304,3.5027545878424275,1.75,1.75,0.0,0.0,3.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:70,bandit,70,5.518149927917811,3.5027545878424275,1.75,1.75,0.0,0.0,3.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:71,bandit,71,5.78364569998304,3.5027545878424275,1.75,1.75,0.0,0.0,-2.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:72,bandit,72,4.929882179158078,3.5027545878424275,1.75,1.75,0.0,0.0,-2.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:73,bandit,73,6.014163456931506,3.5027545878424275,1.75,1.75,0.0,0.0,3.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:74,bandit,74,5.65475041827262,3.5027545878424275,1.75,1.75,0.0,0.0,-2.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:75,bandit,75,6.012509570276173,3.5027545878424275,1.75,1.75,0.0,0.0,3.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:76,bandit,76,5.526300195186874,3.5027545878424275,1.75,1.75,0.0,0.0,-2.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:77,bandit,77,5.764163456931506,3.5027545878424275,1.75,1.75,0.0,0.0,3.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:78,bandit,78,5.639163456931506,3.5027545878424275,1.75,1.75,0.0,0.0,3.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:79,bandit,79,5.761047744848593,3.5027545878424275,1.75,1.75,0.0,0.0,3.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:80,bandit,80,5.648245464372426,3.5027545878424275,1.75,1.75,0.0,0.0,-2.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:81,bandit,81,6.016034256080317,3.5027545878424275,1.75,1.75,0.0,0.0,3.0,-1.25,1.25
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:82,bandit,82,5.40864569998304,3.5027545878424275,1.75,1.75,0.0,0.0,-2.0,-1.25,1.25
